,name,link,price,area,valueperm2,Quartos,Suítes,Garagens,Condomínio R$,Cidade,IPTU R$,Total de Andar do Empreendimento,Área Total,Nome do Edifício,Área Terreno,Aceita Permuta,Posição do Sol,Posição do Imóvel,Andar do Apartamento,Unidades no Andar,Aceita Financiamento
95,SQS 207,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-561571,8.000,"163,00",49,3,1,1,1.400,BRASÍLIA - ASA SUL,2.683,,,,,,Nascente,Meio,,2,
96,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-333141,3.200,"53,00",60,1,1,1,1.238,BRASÍLIA - ASA NORTE,,,,,,,,,,,
97,SMAS Trecho 1 C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-park-sul-brasilia-df-smas-trecho-1-c-229334,6.100,"96,00",63,3,1,2,983,BRASÍLIA - PARK SUL,,,,,,,,,,,
98,SQS 110 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-110-bloco-e-523103,5.500,"160,00",34,3,1,1,1.500,BRASÍLIA - ASA SUL,2.505,6 Andares,"160,00 m²",,,,,,4° Andar,,
99,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-483593,850,"32,26",26,1,,,283,BRASÍLIA - LAGO NORTE,,,"50,20 m²",,,,,,,,
100,SQN 407 Bloco P,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-407-bloco-p-581343,2.100,"60,00",35,2,,,530,BRASÍLIA - ASA NORTE,,,"77,00 m²",,,,,,,,
101,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-76516,2.600,"51,00",50,1,,1,1.000,BRASÍLIA - ASA SUL,100,,,,,,,,,,
102,SQNW 111 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-111-bloco-d-558679,8.200,"166,00",49,4,2,3,1.950,BRASÍLIA - NOROESTE,,,"342,68 m²",,,,,,,,
103,SQNW 108 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-h-588017,4.700,"76,00",61,2,1,1,700,BRASÍLIA - NOROESTE,,,,,,,,,,,Sim
104,SQNW 310,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-310-65863,2.490,"34,00",73,1,,1,434,BRASÍLIA - NOROESTE,1.176,,,,,,,,,,
105,QMSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-64298,1.200,"25,00",48,1,,1,274,BRASÍLIA - SUDOESTE,64,3 Andares,,,,,,,,,
106,SQSW 305 Bloco K  · 98406 - 4109,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-k-530626,9.000,"154,00",58,4,2,2,1.500,BRASÍLIA - SUDOESTE,,6 Andares,"154,00 m²",,,,Nascente,Vazado,,2,
107,SQN 211 SQN 211 ED. ATHOS BULCAO,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-211-114053,5.200,"75,00",69,2,,1,627,BRASÍLIA - ASA NORTE,1.734,,"75,00 m²",,,,,,,,
108,SQS 310 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-310-bloco-g-539720,2.850,"54,00",52,2,,1,642,BRASÍLIA - ASA SUL,,6 Andares,"54,00 m²",,,,,,,,
109,SQSW 100 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-sqsw-100-bloco-d-569321,1.800,"25,00",72,1,1,1,,BRASÍLIA - SUDOESTE,,,,,,,,,,,
110,"SQNW 109 Bloco C REFORMADO C/ ARMARIOS, AR COND, CORTINAS",https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-c-108667,7.500,"125,00",60,3,3,2,1.350,BRASÍLIA - NOROESTE,600,6 Andares,,,,,Nascente,Frente,5° Andar,,
111,SMAS RESIDENCIAL LIVING,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-smas-520158,3.950,"73,50",53,2,1,2,762,BRASÍLIA - PARK SUL,,,,,,,Nascente,Frente,7° Andar,,
112,SQS 313 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-k-254214,8.000,"210,00",38,4,1,2,1.900,BRASÍLIA - ASA SUL,,6 Andares,,,,,Poente,Frente,2° Andar,2,
113,Condomínio Ilhas do Lago,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-condominio-ilhas-do-lago-573870,8.900,"100,00",89,3,1,2,1.952,BRASÍLIA - ASA NORTE,,4 Andares,"100,00 m²",,,,,,2° Andar,,
114,SQNW 309 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-g-594184,4.500,"70,00",64,2,1,1,765,BRASÍLIA - NOROESTE,320,7 Andares,,,,,,,,,Sim
115,SQSW 300 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-300-bloco-i-520192,14.500,"266,00",54,4,4,4,2.560,BRASÍLIA - SUDOESTE,1,6 Andares,"266,00 m²",,,,Perpendicular,Frente,4° Andar,2,
116,SQNW 110 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-110-bloco-d-598316,8.800,"135,00",65,3,1,2,1.500,BRASÍLIA - NOROESTE,3.900,6 Andares,,,,,Perpendicular,Frente,1° Andar,2,
117,SQS 304 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-304-bloco-g-562783,3.600,"130,00",27,3,1,,980,BRASÍLIA - ASA SUL,420,6 Andares,,,,,,,,,
118,CLNW 10/11,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-600815,2.500,"37,00",67,1,1,,,BRASÍLIA - NOROESTE,,,,,,,,,,,
119,SQS 216,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-216-55239,5.400,"170,00",31,3,1,1,1.500,BRASÍLIA - ASA SUL,,6 Andares,"170,00 m²",,,,,,,,
120,QRSW 2 Bloco A 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-bloco-a-1-582038,2.600,"60,00",43,2,,,600,BRASÍLIA - SUDOESTE,1.200,,,,,,,,1° Andar,,
121,SQS 113,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-113-594939,6.800,"146,00",46,3,2,1,1.130,BRASÍLIA - ASA SUL,2.308,,,,,,Nascente,Meio,,,
122,SQS 313 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-h-592244,12.000,"209,00",57,4,1,3,,BRASÍLIA - ASA SUL,,6 Andares,,,,,Perpendicular,Vazado,4° Andar,,
123,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-500803,3.700,"53,00",69,1,,1,1.127,BRASÍLIA - ASA NORTE,266,,,,,,,,,,
124,SQSW 104 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-c-330917,6.500,"144,00",45,3,,,1.404,BRASÍLIA - SUDOESTE,309,,,,,,,,,,
125,SQN 202,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-202-602787,4.700,"140,00",33,3,1,1,1.500,BRASÍLIA - ASA NORTE,2.800,6 Andares,,,,,Perpendicular,Meio,6° Andar,2,
126,SQNW 311 Bloco D   - Atrium DOR,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-571502,2.200,"34,00",64,1,,1,400,BRASÍLIA - NOROESTE,,6 Andares,,Atrium DOR,,,Nascente,Frente,2° Andar,,
127,SQS 416 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-416-bloco-c-206834,3.500,"90,00",38,3,,,600,BRASÍLIA - ASA SUL,128,3 Andares,,,,,,,,,
128,SQS 314 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-314-bloco-f-597116,6.000,"150,00",40,3,1,1,1.510,BRASÍLIA - ASA SUL,,,,,,,,,,,
129,SQS 414 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-414-bloco-l-571252,2.600,"100,00",26,3,,1,1.166,BRASÍLIA - ASA SUL,1.598,3 Andares,"137,00 m²",,,,,,3° Andar,,
130,SQNW 311 Bloco D Atrium D'or - LINDO - ACONCHEGANTE!,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-311-bloco-d-393470,2.390,"32,00",74,1,1,1,350,BRASÍLIA - NOROESTE,,,,,,,Perpendicular,Lateral,10° Andar,,
131,SQN 310 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-310-bloco-a-110209,2.700,"77,00",35,2,,,475,BRASÍLIA - ASA NORTE,,6 Andares,,,,,,,,,
132,QRSW 2 Bloco B 14,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-2-bloco-b-14-70149,2.450,"56,00",43,2,,,440,BRASÍLIA - SUDOESTE,96,,"56,00 m²",,,,,,,,
133,CA 09,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-09-603474,2.750,"53,00",51,2,,1,555,BRASÍLIA - LAGO NORTE,,4 Andares,"53,00 m²",,,,,,,,
134,SQS 109 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-b-583222,7.000,"200,00",35,4,1,2,1.200,BRASÍLIA - ASA SUL,,6 Andares,"200,00 m²",,,,,,1° Andar,,
135,SQS 103 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-103-bloco-j-578286,3.500,"98,00",35,2,,,900,BRASÍLIA - ASA SUL,172,,,,,,,,,,
136,SQN 205 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-205-bloco-d-579344,5.500,"144,00",38,4,1,1,1.150,BRASÍLIA - ASA NORTE,,,"215,00 m²",,,,,,,,
137,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-502795,850,"34,00",25,1,,1,452,BRASÍLIA - LAGO NORTE,159,,,,,,,,,,
138,SQSW 306 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-306-bloco-f-505263,13.200,"291,00",45,3,2,3,2.310,BRASÍLIA - SUDOESTE,1.015,,"291,00 m²",,,,,,,,
139,SQNW 309 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-309-bloco-i-526598,4.500,"100,00",45,3,1,2,939,BRASÍLIA - NOROESTE,205,6 Andares,"155,00 m²",,,,,,,,
140,SQS 114 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-114-bloco-h-527168,5.800,"157,00",36,3,1,1,995,BRASÍLIA - ASA SUL,,,,,,,,,,,
141,SQNW 102,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-102-565869,17.000,"160,00",106,3,3,,,BRASÍLIA - NOROESTE,,,,,,,,,,,
142,SCEN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scen-trecho-1-520884,6.750,"74,00",91,2,1,2,1.655,BRASÍLIA - ASA NORTE,,4 Andares,"108,00 m²",,,,,Meio,4° Andar,,
143,SQN 216 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-j-578668,2.700,"68,00",39,2,,1,755,BRASÍLIA - ASA NORTE,116,6 Andares,,,,,Perpendicular,Frente,3° Andar,4,
144,SMAS Living Park Sul   - The Union,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-park-sul-brasilia-df-smas-538579,4.200,"73,50",57,2,1,2,912,BRASÍLIA - PARK SUL,155,,"139,14 m²",The Union,,,,,3° Andar,,
145,CCSW 1 Lote 4 Bloco A   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-341886,3.600,"26,00",138,1,1,1,409,BRASÍLIA - SUDOESTE,,,,ED. PORTAL MASTER,,,,,,,
146,SQN 309 Bloco O   - ED. TOM JOBIM,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-o-438890,4.500,"130,00",34,3,1,1,1.239,BRASÍLIA - ASA NORTE,,,,ED. TOM JOBIM,,,,,,,
147,SGCV Lote 11   - Park Studios,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-587586,1.300,"33,00",39,1,,,390,BRASÍLIA - PARK SUL,1.200,,,Park Studios,,,,,,,
148,SCES Trecho 4   - Lake View Resort,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-441725,2.164,"41,00",52,1,,1,1.126,BRASÍLIA - ASA SUL,,,,Lake View Resort,,,,,,,
149,SQS 110 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-110-bloco-a-586378,4.500,"99,00",45,3,1,1,1.314,BRASÍLIA - ASA SUL,,,"158,00 m²",,,,,,,,
150,SQS 207 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-bloco-f-507992,10.190,"175,00",58,3,1,1,1.093,BRASÍLIA - ASA SUL,2.846,,,,,,,,,,
151,SQN 104 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-bloco-g-568736,4.700,"120,00",39,3,1,1,950,BRASÍLIA - ASA NORTE,,,"177,18 m²",,,,,,,,
152,SQN 216 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-216-bloco-d-588104,3.000,"91,00",32,2,,1,430,BRASÍLIA - ASA NORTE,198,,"91,00 m²",,,,,,,,
153,SQS 404 Bloco O,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-404-bloco-o-573673,3.300,"52,00",63,1,,2,753,BRASÍLIA - ASA SUL,,,,,,,,,,,
154,SQN 208 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-208-bloco-g-561919,6.000,"125,00",48,3,1,2,,BRASÍLIA - ASA NORTE,,,,,,,,,,,
155,SCES Trecho 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sces-trecho-4-578891,8.000,"64,00",125,1,1,1,1.000,BRASÍLIA - ASA SUL,540,,"64,00 m²",,,,,,,,
156,QRSW 6 Bloco A 4,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-qrsw-6-bloco-a-4-494518,2.800,"60,00",46,2,,,609,BRASÍLIA - SUDOESTE,1.213,,"91,00 m²",,,,,,,,
157,CLN 207 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-207-bloco-c-597336,599,"31,00",19,1,,,199,BRASÍLIA - ASA NORTE,320,,,,,,,,,,
158,SQN 308 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-308-bloco-d-280821,4.600,"123,00",37,3,1,1,950,BRASÍLIA - ASA NORTE,,6 Andares,"123,00 m²",,,,,,,,
159,SQS 403 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-403-bloco-a-466751,3.600,"80,00",45,3,,,730,BRASÍLIA - ASA SUL,,,,,,,,,,,
160,SQN 104 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-104-bloco-k-581405,4.800,"123,00",39,3,1,,899,BRASÍLIA - ASA NORTE,,,,,,,,,,,
161,SQS 110,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-110-573551,9.900,"232,00",42,4,2,1,1.700,BRASÍLIA - ASA SUL,,,"232,00 m²",,,,,,,,
162,SCLRN 715 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-715-bloco-d-601075,1.650,"68,00",24,1,,,,BRASÍLIA - ASA NORTE,,2 Andares,"68,00 m²",,,,,,,,
163,CLNW 8/9 Lote A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-8-9-lote-a-583385,2.250,"33,00",68,1,1,1,488,BRASÍLIA - NOROESTE,,2 Andares,,,,,Perpendicular,Meio,1° Andar,,
164,SQS 212 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-j-532953,14.500,"245,00",59,4,4,3,2.290,BRASÍLIA - ASA SUL,3.940,,"245,00 m²",,,,,,,,
165,SQS 105,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-105-581411,6.000,"166,00",36,4,,1,2.300,BRASÍLIA - ASA SUL,,,,,,,,,,,
166,CLNW 8/9 Lote C Apartamento 0211  - Meet Residence,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-clnw-8-9-lote-c-387351,3.500,"53,42",65,2,,1,710,BRASÍLIA - NOROESTE,194,,,Meet Residence,"53,42 m²",,,,,,
167,SQN 304,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-304-561522,12.000,"188,00",63,3,3,2,1.642,BRASÍLIA - ASA NORTE,2.645,,,,,,,,,,
168,CCSW 1 Lote 4 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-b-520012,3.600,"26,00",138,1,1,1,410,BRASÍLIA - SUDOESTE,,,,,,,,,,,
169,SQNW 111 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-111-bloco-j-595102,5.250,"90,00",58,3,1,2,980,BRASÍLIA - NOROESTE,,6 Andares,,,,,,,,,
170,SQS 211 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-211-bloco-j-568212,4.600,"120,00",38,3,1,1,1.346,BRASÍLIA - ASA SUL,,6 Andares,"120,00 m²",,,,,,,,
171,CCSW 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-lote-3-57437,4.100,"68,00",60,2,1,1,1.222,BRASÍLIA - SUDOESTE,403,,"68,00 m²",,,,,,,,
172,SQN 115 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-115-bloco-b-553534,5.500,"170,00",32,4,1,1,1.360,BRASÍLIA - ASA NORTE,,,"252,00 m²",,,,,,,,
173,CCSW 1 Lote 4 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-a-523125,3.700,"26,00",142,1,1,1,409,BRASÍLIA - SUDOESTE,,,,,,,,,,,
174,CLN 201 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-201-bloco-b-383166,1.100,"37,00",29,1,,,471,BRASÍLIA - ASA NORTE,,,"37,00 m²",,,,,,,,
175,CLN 316 Bloco B ASA NORTE  - NATHALIA CENTER,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-316-bloco-b-249392,850,"28,00",30,1,,,259,BRASÍLIA - ASA NORTE,106,2 Andares,"30,00 m²",NATHALIA CENTER,,,Poente,Frente,2° Andar,16,
176,QMSW 5 Lote 2 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-b-594943,1.900,"26,00",73,1,,1,343,BRASÍLIA - SUDOESTE,750,42 Andares,,,,,Nascente,Frente,,,
177,SHTN,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-523971,4.500,"60,00",75,1,,,,BRASÍLIA - ASA NORTE,,,"60,00 m²",,"60,00 m²",,,,,,
178,CA 05   - ED. UPPER LIFE,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-05-430684,2.000,"52,00",38,1,1,1,620,BRASÍLIA - LAGO NORTE,162,1 Andar,"52,00 m²",ED. UPPER LIFE,"1.000,00 m²",,Nascente,Lateral,1° Andar,16,
179,SQS 212 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-212-bloco-h-494777,6.400,"167,00",38,4,1,1,1.591,BRASÍLIA - ASA SUL,,,"228,00 m²",,,,,,,,
180,QC 6 Rua B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-6-rua-b-602603,1.300,"48,00",27,2,,1,243,BRASÍLIA - JARDINS MANGUEIRAL,780,4 Andares,"48,00 m²",,,,,,,,
181,SQS 102 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-102-bloco-k-481771,5.800,"155,00",37,3,1,1,1.213,BRASÍLIA - ASA SUL,3.228,,"155,00 m²",,,,,,,,
182,SQS 311 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-e-584167,2.900,"85,00",34,2,,,1.065,BRASÍLIA - ASA SUL,262,,"85,00 m²",,,,,,,,
183,QMSW 5 Lote 8 Ed. Boulevard Antares II,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-8-594868,2.300,"62,00",37,1,,2,517,BRASÍLIA - SUDOESTE,152,,,,,,,,1° Andar,,
184,QMSW 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-578900,950,"33,00",28,1,,1,608,BRASÍLIA - SUDOESTE,810,,"33,00 m²",,,,,,2° Andar,,
185,SQNW 310 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-sqnw-310-bloco-c-588091,3.000,"50,00",60,1,,,494,BRASÍLIA - NOROESTE,75,,,,,,,,,,
186,SQS 207,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-207-576852,5.500,"163,00",33,3,1,1,1.400,BRASÍLIA - ASA SUL,2.683,,"163,00 m²",,,,,,,,
187,QMSW 5 Bloco C - 2° ANDAR  - Mont Serrat Studios,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-478096,1.000,"30,00",33,1,1,1,247,BRASÍLIA - SUDOESTE,170,2 Andares,,Mont Serrat Studios,,,Nascente,Lateral,2° Andar,,
188,SQNW 108 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-108-bloco-h-543151,4.100,"78,00",52,2,1,1,1.019,BRASÍLIA - NOROESTE,2.214,,"78,00 m²",,,,,,,,
189,Área Especial 6/8,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-octogonal-brasilia-df-area-especial-6-8-223865,1.300,"37,00",35,1,1,,272,BRASÍLIA - OCTOGONAL,,,"42,00 m²",,,,,,,,
190,SQSW 305 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-k-521087,11.900,"306,00",38,5,2,4,3.300,BRASÍLIA - SUDOESTE,5.500,6 Andares,"461,00 m²",,"975,00 m²",,Nascente,Frente,6° Andar,2,
191,CCSW 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-310706,4.800,"90,00",53,2,2,1,907,BRASÍLIA - SUDOESTE,181,,"90,00 m²",,,,,,,,
192,QC 13 Rua F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardins-mangueiral-brasilia-df-qc-13-rua-f-264764,1.100,"46,00",23,2,,1,271,BRASÍLIA - JARDINS MANGUEIRAL,551,,"46,00 m²",,,,,,,,
193,SQS 402 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-402-bloco-d-587575,2.430,"92,00",26,3,,,955,BRASÍLIA - ASA SUL,133,3 Andares,,,,,,,3° Andar,,
194,SQS 311 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-k-516231,3.800,"115,00",33,3,1,1,1.040,BRASÍLIA - ASA SUL,2.306,6 Andares,"140,00 m²",,,,Perpendicular,Frente,2° Andar,12,
195,SQSW 303 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-sqsw-303-bloco-j-571733,6.200,"85,00",72,1,1,1,980,BRASÍLIA - SUDOESTE,1.900,,,,,,,,,,
196,SGAN 912,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-125514,1.000,"67,00",14,1,,1,334,BRASÍLIA - ASA NORTE,909,,,,,,,,,,
197,SQS 413 Bloco N PREDIO JK,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-413-bloco-n-564218,1.850,"50,00",37,2,,,410,BRASÍLIA - ASA SUL,548,,,,,,,,,,
