,name,link,price,area,Quartos,Suítes,Garagens,Condomínio R$,Cidade,setor
1010,SHCGN 703 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-703-bloco-j-494519,1800,42,1.0,,,502.0,BRASÍLIA - ASA NORTE,SHCGN
1011,CLN 110 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-110-bloco-c-78851,1000,38,1.0,1.0,,367.0,BRASÍLIA - ASA NORTE,CLN
1012,CRS 504 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-crs-504-bloco-c-327152,600,18,1.0,,,80.0,BRASÍLIA - ASA SUL,CRS
1013,SHCGN 707 Bloco I APTO 108,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shcgn-707-bloco-i-158745,2100,64,2.0,,,,BRASÍLIA - ASA NORTE,SHCGN
1014,QMSW 6,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-572064,990,26,1.0,1.0,1.0,365.0,BRASÍLIA - SUDOESTE,QMSW
1015,SQS 102,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-102-499286,4200,114,3.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
1016,CA 08,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-lago-norte-brasilia-df-ca-08-46064,1350,30,1.0,,1.0,,BRASÍLIA - LAGO NORTE,CA
1017,SQS 408 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-408-bloco-k-312096,3400,110,2.0,1.0,,628.0,BRASÍLIA - ASA SUL,SQS
1018,SQS 108 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-108-bloco-i-520139,2800,85,2.0,,,850.0,BRASÍLIA - ASA SUL,SQS
1019,STN,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-stn-359046,750,28,1.0,,1.0,309.0,BRASÍLIA - ASA NORTE,STN
1020,SCRN 710/711 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-710-711-bloco-c-432590,1350,45,1.0,,,358.0,BRASÍLIA - ASA NORTE,SCRN
1021,SQN 316,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-316-565759,2200,67,2.0,,,503.0,BRASÍLIA - ASA NORTE,SQN
1022,SQS 412 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-412-bloco-a-570270,2800,90,3.0,,,,BRASÍLIA - ASA SUL,SQS
1023,SQN 210 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sqn-210-bloco-h-502728,2500,40,1.0,,1.0,390.0,BRASÍLIA - ASA NORTE,SQN
1024,CA 02,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-02-182948,1650,32,1.0,,1.0,391.0,BRASÍLIA - LAGO NORTE,CA
1025,SGCV Lote 11,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-246120,1200,27,1.0,,1.0,351.0,BRASÍLIA - PARK SUL,SGCV
1026,Condomínio Solar da Serra,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-jardim-botanico-brasilia-df-condominio-solar-da-serra-524499,4000,147,3.0,1.0,,50.0,BRASÍLIA - JARDIM BOTANICO,Condomínio
1027,SQSW 101 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-101-bloco-b-227371,3600,82,3.0,1.0,1.0,941.0,BRASÍLIA - SUDOESTE,SQSW
1028,SQNW 110 Bloco B   - ED. VIA PARQUE NOROESTE,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-110-bloco-b-456665,8500,171,4.0,4.0,4.0,1485.0,BRASÍLIA - NOROESTE,SQNW
1029,SQN 311 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-c-603689,4300,74,2.0,,,546.0,BRASÍLIA - ASA NORTE,SQN
1030,SEPS 712/912 DIRETO COM O PROPRIETÁRIO,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-sul-brasilia-df-seps-712-912-195354,1900,25,1.0,,1.0,350.0,BRASÍLIA - ASA SUL,SEPS
1031,CLN 212 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-212-bloco-a-603736,900,30,1.0,,,195.0,BRASÍLIA - ASA NORTE,CLN
1032,SQS 305 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-305-bloco-c-574290,5800,140,3.0,1.0,,1380.0,BRASÍLIA - ASA SUL,SQS
1033,SQN 311 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-311-bloco-b-597154,4000,95,3.0,1.0,1.0,747.0,BRASÍLIA - ASA NORTE,SQN
1034,SHN Quadra 5,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-shn-quadra-5-562701,4900,110,2.0,,2.0,2.3,BRASÍLIA - ASA NORTE,SHN
1035,SCRN 710/711 Bloco H Entrada 52,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-scrn-710-711-bloco-h-571538,2990,68,2.0,1.0,,460.0,BRASÍLIA - ASA NORTE,SCRN
1036,SQNW 103 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-103-bloco-i-601240,4500,85,2.0,1.0,2.0,1.0,BRASÍLIA - NOROESTE,SQNW
1037,CLSW 300A Bloco 3 MELHOR LOCALIZAÇÃO - diretoc/proprietário,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300a-bloco-3-582098,2600,55,1.0,1.0,1.0,528.0,BRASÍLIA - SUDOESTE,CLSW
1038,SQSW 103 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-103-bloco-i-514490,5400,174,4.0,2.0,2.0,2172.0,BRASÍLIA - SUDOESTE,SQSW
1039,SQN 212 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-212-bloco-d-588193,4500,107,3.0,1.0,1.0,754.0,BRASÍLIA - ASA NORTE,SQN
1040,CLN 307 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-307-bloco-c-201152,700,22,1.0,,,218.0,BRASÍLIA - ASA NORTE,CLN
1041,SQS 307 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-j-590078,3800,11,3.0,,1.0,800.0,BRASÍLIA - ASA SUL,SQS
1042,SQNW 110 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-110-bloco-b-561207,7500,152,4.0,4.0,3.0,1260.0,BRASÍLIA - NOROESTE,SQNW
1043,SQN 402 Bloco N,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-n-499055,3500,66,2.0,,1.0,772.0,BRASÍLIA - ASA NORTE,SQN
1044,SCRN 704/705 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-704-705-bloco-f-465769,1400,38,1.0,,,249.0,BRASÍLIA - ASA NORTE,SCRN
1045,SQN 303 Bloco I,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-303-bloco-i-509903,4000,94,3.0,1.0,1.0,1.206,BRASÍLIA - ASA NORTE,SQN
1046,CLNW 10/11 Lote F   - Corum,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-noroeste-brasilia-df-clnw-10-11-lote-f-258900,1897,45,1.0,,1.0,480.0,BRASÍLIA - NOROESTE,CLNW
1047,SGAN 912 Módulo B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-912-modulo-b-58255,1000,30,1.0,,1.0,343.0,BRASÍLIA - ASA NORTE,SGAN
1048,CCSW 2 Lote 3,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-2-lote-3-563353,4500,66,1.0,1.0,1.0,1.044,BRASÍLIA - SUDOESTE,CCSW
1049,CLN 413 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-413-bloco-a-573665,700,27,1.0,,,222.0,BRASÍLIA - ASA NORTE,CLN
1050,SHS Quadra 02 Bloco J   - BONAPARTE,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-shs-quadra-02-bloco-j-326534,6000,170,2.0,2.0,1.0,,BRASÍLIA - ASA SUL,SHS
1051,SQS 403 Bloco D,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-403-bloco-d-590988,2600,75,3.0,,,710.0,BRASÍLIA - ASA SUL,SQS
1052,CLSW 300A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-clsw-300a-564466,1800,40,1.0,1.0,1.0,395.0,BRASÍLIA - SUDOESTE,CLSW
1053,QMSW 5 Lote 2 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-d-140690,900,27,1.0,,1.0,262.0,BRASÍLIA - SUDOESTE,QMSW
1054,SQS 307 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-307-bloco-a-135417,4900,115,3.0,1.0,1.0,1.2,BRASÍLIA - ASA SUL,SQS
1055,SQN 310 BLOCO G Reformado - 2 vagas de garagem - Nascente - Andar Alto,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-norte-brasilia-df-sqn-310-bloco-g-102666,4500,130,4.0,1.0,2.0,1060.0,BRASÍLIA - ASA NORTE,SQN
1056,SQNW 109 Bloco K Andar alto,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-noroeste-brasilia-df-sqnw-109-bloco-k-518905,8600,163,4.0,4.0,3.0,1800.0,BRASÍLIA - NOROESTE,SQNW
1057,SQS 313 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-313-bloco-e-172566,4000,120,3.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
1058,CLN 209,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-209-275916,1300,32,1.0,,,220.0,BRASÍLIA - ASA NORTE,CLN
1059,SQSW 305 Bloco M   - FRANKFURT,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-sudoeste-brasilia-df-sqsw-305-bloco-m-177905,7500,150,4.0,2.0,1.0,1869.0,BRASÍLIA - SUDOESTE,SQSW
1060,SCLRN 716 Bloco G,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-716-bloco-g-440624,820,27,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
1061,SQNW 107 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-107-bloco-f-578212,4350,77,2.0,1.0,3.0,913.0,BRASÍLIA - NOROESTE,SQNW
1062,QMSW 5,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-341583,1528,26,1.0,,1.0,284.0,BRASÍLIA - SUDOESTE,QMSW
1063,CLSW 102 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-clsw-102-bloco-a-531760,1200,38,1.0,,,326.0,BRASÍLIA - SUDOESTE,CLSW
1064,SQNW 108,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-noroeste-brasilia-df-sqnw-108-570219,6000,127,3.0,3.0,2.0,1317.0,BRASÍLIA - NOROESTE,SQNW
1065,QMSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-102306,750,30,1.0,1.0,1.0,243.0,BRASÍLIA - SUDOESTE,QMSW
1066,CLN 116 Bloco E ED FLAMBOYANT,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-116-bloco-e-516471,700,25,1.0,,,150.0,BRASÍLIA - ASA NORTE,CLN
1067,SQS 106 Ótima localização,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-106-396791,3000,190,3.0,,1.0,1584.0,BRASÍLIA - ASA SUL,SQS
1068,SQSW 104 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-104-bloco-b-530149,3200,88,3.0,1.0,1.0,562.0,BRASÍLIA - SUDOESTE,SQSW
1069,SQS 116 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-116-bloco-j-594758,3500,80,2.0,,1.0,560.0,BRASÍLIA - ASA SUL,SQS
1071,SQSW 105 Bloco F Ed. Sarah Kubitschek,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-sudoeste-brasilia-df-sqsw-105-bloco-f-596874,4100,87,3.0,1.0,1.0,,BRASÍLIA - SUDOESTE,SQSW
1072,SQSW 102 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-sqsw-102-bloco-c-310885,2600,71,2.0,,1.0,898.0,BRASÍLIA - SUDOESTE,SQSW
1073,SGAN 911 BLOCO J KIT 16 - ED. GREEN PARK,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-482160,1100,35,1.0,,1.0,332.0,BRASÍLIA - ASA NORTE,SGAN
1074,CCSW 1 Lote 1 Bloco 2   - ED. PORTAL MASTER,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-ccsw-1-lote-1-bloco-2-238334,2597,26,1.0,,1.0,277.0,BRASÍLIA - SUDOESTE,CCSW
1075,SQS 203 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-203-bloco-b-69283,3499,74,2.0,,1.0,990.0,BRASÍLIA - ASA SUL,SQS
1076,SQS 109 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-b-568427,8500,143,3.0,1.0,2.0,1132.0,BRASÍLIA - ASA SUL,SQS
1077,SQS 316 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-bloco-h-480115,5500,160,3.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
1078,SQS 404,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-404-598609,2500,40,1.0,1.0,,410.0,BRASÍLIA - ASA SUL,SQS
1079,SQN 211 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-211-bloco-f-590188,6150,202,3.0,2.0,2.0,,BRASÍLIA - ASA NORTE,SQN
1080,QMSW 4,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-589987,1400,30,1.0,,1.0,448.0,BRASÍLIA - SUDOESTE,QMSW
1081,SQS 102 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-aluguel-asa-sul-brasilia-df-sqs-102-bloco-h-571230,4800,1,4.0,1.0,1.0,1.6,BRASÍLIA - ASA SUL,SQS
1082,QMSW 5 Lote 2 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-5-lote-2-bloco-d-505585,1190,26,1.0,1.0,1.0,343.0,BRASÍLIA - SUDOESTE,QMSW
1083,SQS 109 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-109-bloco-a-602617,5500,150,3.0,1.0,1.0,1100.0,BRASÍLIA - ASA SUL,SQS
1084,SQN 212 SQN 212,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-212-592939,5000,120,3.0,2.0,1.0,1.037,BRASÍLIA - ASA NORTE,SQN
1085,SQS 404 Bloco T,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-404-bloco-t-595417,3100,89,3.0,,,350.0,BRASÍLIA - ASA SUL,SQS
1086,SGAN 911 Excelente kitnet na Asa Norte  - Garden Park,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-911-299913,1500,26,1.0,,1.0,308.0,BRASÍLIA - ASA NORTE,SGAN
1087,QMSW 6 Lote 2 Bloco A,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-lote-2-bloco-a-602830,1850,27,1.0,1.0,1.0,318.0,BRASÍLIA - SUDOESTE,QMSW
1088,SQS 404 Bloco R,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sqs-404-bloco-r-153637,930,26,1.0,1.0,,415.0,BRASÍLIA - ASA SUL,SQS
1089,SQS 316 Bloco J,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-316-bloco-j-600892,6500,158,3.0,1.0,1.0,1320.0,BRASÍLIA - ASA SUL,SQS
1090,SGAN 906,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sgan-906-335426,1500,30,1.0,1.0,,220.0,BRASÍLIA - ASA NORTE,SGAN
1091,SQS 204 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-204-bloco-c-563802,3200,100,3.0,,1.0,1.05,BRASÍLIA - ASA SUL,SQS
1092,SGCV Lote 13,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-13-513144,1580,30,1.0,1.0,,645.0,BRASÍLIA - PARK SUL,SGCV
1093,Condomínio Jardim Botânico VI LOTE 05,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardim-botanico-brasilia-df-condominio-jardim-botanico-vi-592072,1700,80,2.0,1.0,,,BRASÍLIA - JARDIM BOTANICO,Condomínio
1094,QMSW 6 LOFT  - MADSON,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-391591,2000,42,1.0,1.0,1.0,595.0,BRASÍLIA - SUDOESTE,QMSW
1095,SCLRN 710 Bloco F Confortável kitnet na Asa Norte,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-710-bloco-f-502808,1000,24,1.0,,,,BRASÍLIA - ASA NORTE,SCLRN
1096,SMPW Quadra 13 Conjunto 6,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-way-brasilia-df-smpw-quadra-13-conjunto-6-600430,2500,55,1.0,,1.0,200.0,BRASÍLIA - PARK WAY,SMPW
1097,SQN 310 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-310-bloco-b-564132,4800,147,3.0,1.0,1.0,,BRASÍLIA - ASA NORTE,SQN
1098,SCRN 710/711,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-710-711-109975,2100,45,1.0,,,240.0,BRASÍLIA - ASA NORTE,SCRN
1099,Condomínio Mansões Serranas,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-jardim-botanico-brasilia-df-condominio-mansoes-serranas-566682,1500,70,2.0,,1.0,,BRASÍLIA - JARDIM BOTANICO,Condomínio
1100,CLN 113 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-113-bloco-a-520804,760,21,1.0,1.0,,280.0,BRASÍLIA - ASA NORTE,CLN
1101,SGAS 910,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-sul-brasilia-df-sgas-910-500458,920,30,1.0,,,290.0,BRASÍLIA - ASA SUL,SGAS
1102,SCLRN 712 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sclrn-712-bloco-g-588214,1500,47,2.0,,,100.0,BRASÍLIA - ASA NORTE,SCLRN
1103,SQN 112 Bloco K,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-112-bloco-k-541646,4800,130,2.0,,1.0,950.0,BRASÍLIA - ASA NORTE,SQN
1104,CLN 208 Bloco B,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-208-bloco-b-83931,800,25,1.0,,,223.0,BRASÍLIA - ASA NORTE,CLN
1105,SQS 303,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-303-590739,6000,110,3.0,1.0,1.0,,BRASÍLIA - ASA SUL,SQS
1106,SQN 313 Bloco G,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-313-bloco-g-318524,4000,119,3.0,1.0,1.0,790.0,BRASÍLIA - ASA NORTE,SQN
1107,SGAN 915 SGAN 915 MÓDULO F,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sgan-915-586260,1400,29,1.0,,,323.0,BRASÍLIA - ASA NORTE,SGAN
1109,SCRN 708/709 Bloco C,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-scrn-708-709-bloco-c-124300,780,36,1.0,,,320.0,BRASÍLIA - ASA NORTE,SCRN
1110,SCLRN 709 Bloco C,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-sclrn-709-bloco-c-512700,750,40,1.0,,,200.0,BRASÍLIA - ASA NORTE,SCLRN
1111,CCSW 2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-sudoeste-brasilia-df-ccsw-2-254428,3500,52,2.0,1.0,1.0,558.0,BRASÍLIA - SUDOESTE,CCSW
1112,QMSW 4 Lote 4,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-4-lote-4-12810,1200,30,1.0,,1.0,344.0,BRASÍLIA - SUDOESTE,QMSW
1113,SQN 412 Bloco L,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-412-bloco-l-191762,3100,77,3.0,,,740.0,BRASÍLIA - ASA NORTE,SQN
1114,CA 05,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-lago-norte-brasilia-df-ca-05-560169,1800,57,2.0,1.0,1.0,836.0,BRASÍLIA - LAGO NORTE,CA
1115,CLN 201 Bloco B,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-cln-201-bloco-b-594204,1100,44,1.0,1.0,,340.0,BRASÍLIA - ASA NORTE,CLN
1116,SQN 107,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-norte-brasilia-df-sqn-107-597922,5000,119,3.0,1.0,1.0,800.0,BRASÍLIA - ASA NORTE,SQN
1117,SQS 311 Bloco E,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-311-bloco-e-584167,2900,85,2.0,,,1.065,BRASÍLIA - ASA SUL,SQS
1119,SQS 413 Bloco F,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-sul-brasilia-df-sqs-413-bloco-f-82838,1800,56,2.0,,,440.0,BRASÍLIA - ASA SUL,SQS
1120,SHCGN 705 Bloco F,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-shcgn-705-bloco-f-164007,1000,23,1.0,,,,BRASÍLIA - ASA NORTE,SHCGN
1122,CLN 405 Bloco D,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-405-bloco-d-597494,749,28,1.0,,,379.0,BRASÍLIA - ASA NORTE,CLN
1123,SGCV Lote 11,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-park-sul-brasilia-df-sgcv-lote-11-381010,1200,30,1.0,,1.0,,BRASÍLIA - PARK SUL,SGCV
1124,SQNW 305 Bloco A ED. RESERVA CAPITAL,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-noroeste-brasilia-df-sqnw-305-bloco-a-582039,4600,76,2.0,1.0,1.0,935.0,BRASÍLIA - NOROESTE,SQNW
1125,SQN 402 Bloco T,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-402-bloco-t-117514,2900,70,2.0,,2.0,1.057,BRASÍLIA - ASA NORTE,SQN
1126,SHTN Trecho 1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-aluguel-asa-norte-brasilia-df-shtn-trecho-1-590304,4550,38,1.0,1.0,1.0,,BRASÍLIA - ASA NORTE,SHTN
1127,SQN 309 Bloco A,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-aluguel-asa-norte-brasilia-df-sqn-309-bloco-a-603822,3100,73,2.0,,,670.0,BRASÍLIA - ASA NORTE,SQN
1128,SQS 206 Bloco H,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-aluguel-asa-sul-brasilia-df-sqs-206-bloco-h-440640,3800,120,3.0,1.0,,1.35,BRASÍLIA - ASA SUL,SQS
1129,CLN 306,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-asa-norte-brasilia-df-cln-306-263495,1100,50,1.0,,,583.0,BRASÍLIA - ASA NORTE,CLN
1130,CA 07,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-lago-norte-brasilia-df-ca-07-13213,750,30,1.0,,,120.0,BRASÍLIA - LAGO NORTE,CA
1131,QMSW 6,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-aluguel-sudoeste-brasilia-df-qmsw-6-116359,900,33,1.0,,1.0,352.0,BRASÍLIA - SUDOESTE,QMSW
